Player ID,Position,Name,Team,Opponent,Salary,FPPG,Form,Playing Status,Score,Selected %
8000190,DEF,Luke McDonald,North Melbourne,Port Adelaide,9070,60.83,56.33,CONFIRMED IN TEAM TO PLAY,47,5
8000242,MID,Luke Parker,North Melbourne,Port Adelaide,11520,83.67,86.33,CONFIRMED IN TEAM TO PLAY,97,32
8000282,DEF,Caleb Daniel,North Melbourne,Port Adelaide,13200,97.67,88.67,CONFIRMED IN TEAM TO PLAY,75,25
8000332,FWD,Jack Darling,North Melbourne,Port Adelaide,7790,54.67,41.33,CONFIRMED IN TEAM TO PLAY,58,31
8000332,RK,Jack Darling,North Melbourne,Port Adelaide,7790,54.67,41.33,CONFIRMED IN TEAM TO PLAY,58,31
8000376,MID,Ollie Wines,Port Adelaide,North Melbourne,13620,82.83,67.33,CONFIRMED IN TEAM TO PLAY,90,13
8000478,FWD,Darcy Byrne-Jones,Port Adelaide,North Melbourne,8990,53,49,CONFIRMED IN TEAM TO PLAY,71,3
8000503,DEF,Darcy Tucker,North Melbourne,Port Adelaide,9280,57.67,65.33,CONFIRMED IN TEAM TO PLAY,9,10
8000571,DEF,Aliir Aliir,Port Adelaide,North Melbourne,8690,61,61.33,CONFIRMED IN TEAM TO PLAY,45,13
8000620,DEF,Jeremy Finlayson,Port Adelaide,North Melbourne,8650,84,84,NAMED AS EMERGENCY RESERVE,34,4
8000784,DEF,Esava Ratugolea,Port Adelaide,North Melbourne,6000,44.25,41,CONFIRMED IN TEAM TO PLAY,56,10
8000832,FWD,Nick Larkey,North Melbourne,Port Adelaide,8470,58,48.33,CONFIRMED IN TEAM TO PLAY,59,8
8000835,MID,Jy Simpkin,North Melbourne,Port Adelaide,14170,99.83,92,CONFIRMED IN TEAM TO PLAY,51,12
8000839,FWD,Cameron Zurhaar,North Melbourne,Port Adelaide,9170,62,44.67,CONFIRMED IN TEAM TO PLAY,67,4
8000841,MID,Willem Drew,Port Adelaide,North Melbourne,11210,71.83,70.33,CONFIRMED IN TEAM TO PLAY,89,27
8000852,FWD,Sam Powell-Pepper,Port Adelaide,North Melbourne,9560,68.17,74.67,CONFIRMED IN TEAM TO PLAY,93,23
8000892,FWD,Willie Rioli,Port Adelaide,North Melbourne,8740,60.67,59.33,CONFIRMED IN TEAM TO PLAY,52,19
8000972,MID,Luke Davies-Uniacke,North Melbourne,Port Adelaide,13830,86,92,CONFIRMED IN TEAM TO PLAY,83,17
8000978,RK,Tristan Xerri,North Melbourne,Port Adelaide,16240,93.83,89,CONFIRMED IN TEAM TO PLAY,122,30
8000980,DEF,Kane Farrell,Port Adelaide,North Melbourne,11630,82.17,76.67,CONFIRMED IN TEAM TO PLAY,65,18
8001443,MID,Zak Butters,Port Adelaide,North Melbourne,15900,104.33,104.33,CONFIRMED IN TEAM TO PLAY,126,45
8001449,MID,Connor Rozee,Port Adelaide,North Melbourne,15960,108.67,103.67,CONFIRMED IN TEAM TO PLAY,108,45
8001449,DEF,Connor Rozee,Port Adelaide,North Melbourne,15960,108.67,103.67,CONFIRMED IN TEAM TO PLAY,108,45
8001482,RK,Jordon Sweet,Port Adelaide,North Melbourne,12290,81.83,76,CONFIRMED IN TEAM TO PLAY,72,49
8001557,DEF,Charlie Comben,North Melbourne,Port Adelaide,7680,52.17,50.67,CONFIRMED IN TEAM TO PLAY,13,14
8001561,DEF,Miles Bergman,Port Adelaide,North Melbourne,10860,76.17,66,CONFIRMED IN TEAM TO PLAY,43,21
8001563,FWD,Mitch Georgiades,Port Adelaide,North Melbourne,11200,71.33,77,CONFIRMED IN TEAM TO PLAY,94,21
8001564,MID,Jackson Mead,Port Adelaide,North Melbourne,8140,61.33,52.33,CONFIRMED IN TEAM TO PLAY,70,47
8001564,FWD,Jackson Mead,Port Adelaide,North Melbourne,8140,61.33,52.33,CONFIRMED IN TEAM TO PLAY,70,47
8001578,MID,Dylan Stephens,North Melbourne,Port Adelaide,9660,56.8,75.67,CONFIRMED IN TEAM TO PLAY,52,31
8001781,MID,Tom Powell,North Melbourne,Port Adelaide,13050,89.83,82.67,CONFIRMED IN TEAM TO PLAY,77,10
8001784,DEF,Lachie Jones,Port Adelaide,North Melbourne,6540,47,54,CONFIRMED IN TEAM TO PLAY,21,19
8001785,FWD,Ollie Lord,Port Adelaide,North Melbourne,6000,36.67,36.67,CONFIRMED IN TEAM TO PLAY,57,15
8001883,DEF,Jackson Archer,North Melbourne,Port Adelaide,7490,39,39,CONFIRMED IN TEAM TO PLAY,38,3
8001885,FWD,Paul Curtis,North Melbourne,Port Adelaide,9870,78,78,CONFIRMED IN TEAM TO PLAY,90,17
8001887,MID,Jason Horne-Francis,Port Adelaide,North Melbourne,13980,91.33,110,CONFIRMED IN TEAM TO PLAY,89,62
8001887,FWD,Jason Horne-Francis,Port Adelaide,North Melbourne,13980,91.33,110,CONFIRMED IN TEAM TO PLAY,89,62
8001888,MID,Jase Burgoyne,Port Adelaide,North Melbourne,12190,83.33,72.67,CONFIRMED IN TEAM TO PLAY,70,32
8001888,DEF,Jase Burgoyne,Port Adelaide,North Melbourne,12190,83.33,72.67,CONFIRMED IN TEAM TO PLAY,70,32
8001890,DEF,Josh Sinn,Port Adelaide,North Melbourne,8120,57.33,45,CONFIRMED IN TEAM TO PLAY,8,9
8001957,DEF,Kallan Dawson,North Melbourne,Port Adelaide,6000,0,0,CONFIRMED IN TEAM TO PLAY,22,8
8002285,FWD,Joe Richards,Port Adelaide,North Melbourne,9390,70.4,69,CONFIRMED IN TEAM TO PLAY,39,23
8002331,MID,Harry Sheezel,North Melbourne,Port Adelaide,16050,103.67,105.33,CONFIRMED IN TEAM TO PLAY,95,18
8002332,MID,George Wardlaw,North Melbourne,Port Adelaide,10900,60,60,CONFIRMED IN TEAM TO PLAY,84,28
8002349,FWD,Jacob Konstanty,North Melbourne,Port Adelaide,6000,39,35,CONFIRMED IN TEAM TO PLAY,26,4
8002462,FWD,Zane Duursma,North Melbourne,Port Adelaide,6000,38.5,38.5,NAMED AS EMERGENCY RESERVE,18,0
8002464,DEF,Riley Hardeman,North Melbourne,Port Adelaide,6000,16,16,CONFIRMED IN TEAM TO PLAY,45,6
8002466,MID,Colby McKercher,North Melbourne,Port Adelaide,10530,61.33,54.33,CONFIRMED IN TEAM TO PLAY,59,12
8002466,DEF,Colby McKercher,North Melbourne,Port Adelaide,10530,61.33,54.33,CONFIRMED IN TEAM TO PLAY,59,12
8002568,DEF,Finn O'Sullivan,North Melbourne,Port Adelaide,6200,42.4,42.67,CONFIRMED IN TEAM TO PLAY,41,15
8002573,FWD,Joe Berry,Port Adelaide,North Melbourne,6000,36.6,31.33,CONFIRMED IN TEAM TO PLAY,37,21
8002576,MID,Christian Moraes,Port Adelaide,North Melbourne,8110,55.4,41.33,CONFIRMED IN TEAM TO PLAY,49,21
